title,content,answer,solution,questionTypeCode,problemLevelCode,problemTypeCode,problemTypeDetailCode,metadata,createdDate,modifiedDate
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,천천히 _____을 내 딛으며 걷기 시작했다.,걸음,걸음은 걷는 동작을 의미하므로 문맥상 '걸음'이 적절합니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,걷는데 힘을 주기 위해 빠르게 _____을 내디딘다.,걸음,걷는 방식과 관련된 것은 '걸음'이므로 정답은 '걸음'입니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,걸어가다 보면 _____이 좋다.,걸음,걷는 동작을 나타내는 것은 '걸음'이므로 정답은 '걸음'입니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,누구나 건강한 몸을 만들기 위해 매일 _____을 꾸준히 해야 한다.,걸음,"건강을 위해 하는 활동은 '걸음'이고, 꾸준히 하는 것을 의미하기 때문에 정답은 '걸음'입니다.",QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,어릴 적 친구와 함께 _____을 맞추며 놀았던 기억이 난다.,걸음,어릴 적 친구와의 놀이에서 '걸음'이 어울리므로 정답은 '걸음'입니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그는 친구와 함께 공원에서 _____을 즐겼다.,걸음,친구와 함께 걷는 것이므로 정답은 '걸음'입니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,산책을 하며 건강을 위해 규칙적인 _____을 취하고 있다.,걸음,건강을 위해 하는 행위는 '걸음'이므로 정답은 '걸음'입니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그는 빠른 _____으로 길을 걸어갔다.,걸음,길을 걸어갈 때 사용하는 단어는 '걸음'이므로 정답은 '걸음'입니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,우리는 학교에서 체육 수업을 마친 후 ____을 맞추어 뛰었다.,걸음,체육 수업 후 뛰는 동작은 '걸음'과 관련이 있으므로 정답은 '걸음'입니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,아이들이 운동장에서 빠른 _____을 내며 뛰어갔다.,걸음,운동장에서 아이들이 뛰는 모습은 '걸음'과 관련이 있으므로 정답은 '걸음'입니다.,QT02,PL03,PT01,PT0121,{'options': '거름 vs 걸음'},2024-09-24T17:46:14.098570,2024-09-24T17:46:14.098570
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,"바나나의 _____은 노란색이며, 쉽게 벗길 수 있다.",껍데기,'바나나'의 겉부분을 설명하고 있으므로 정답은 '껍데기'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,과일을 먹기 전에 _____을 벗겨야 한다.,껍질,과일을 먹기 위해서는 '껍질'을 벗기는 것이 일반적이므로 정답은 '껍질'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,복숭아의 _____은 매우 부드럽고 먹기 좋다.,껍질,복숭아의 외부를 형성하는 것은 '껍질'이므로 정답은 '껍질'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,사과의 _____을 벗겨내고 먹었다.,껍질,사과의 외부를 감싸고 있는 부분은 '껍질'이므로 정답은 '껍질'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,사과의 ____은 빨갛고 매끈하다.,껍질,사과의 외부 부분을 설명하는 것으로 '껍질'이 적합하므로 정답은 '껍질'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,사과의 _____을 벗겨서 먹었다.,껍질,사과의 바깥부분을 나타내는 표현은 '껍질'이므로 정답은 '껍질'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,달걀의 _____이 매우 중요하다.,껍데기,달걀의 외부를 감싸고 있는 부분은 '껍데기'이므로 정답은 '껍데기'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,사과를 깎으니 ____이 보였다.,껍질,사과를 깎으면 남는 것은 '껍질'이므로 정답은 '껍질'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,과일의 _____을 벗기고 먹었다.,껍질,과일을 먹을 때 일반적으로 벗기는 것은 '껍질'이므로 정답은 '껍질'입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,과일을 깎으니 안에 있는 껍질이 떨어졌다. 그런데 그 껍질이 _____가 되면 좋겠다.,껍데기,껍질이 떨어진 후에 남는 것이므로 '껍데기'가 정답입니다.,QT02,PL01,PT01,PT0121,{'options': '껍데기 vs 껍질'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그녀는 아기를 _____ 기뻐하고 있다.,낳아,"'낳다'는 아기를 출산하는 의미로 사용되며, 문맥상 아기를 '낳아' 기뻐하는 것이 맞기 때문에 정답은 '낳아'입니다.",QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,아이는 작은 고양이를 _____.,낳았다,아이가 작은 고양이를 '낳다'는 것은 생명을 탄생시키는 것을 의미하므로 정답은 '낳았다'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,엄마는 건강한 아기를 _____ 위해 노력하고 있다.,낳다,엄마가 건강한 아기를 '낳기' 위해 노력하고 있다는 문맥상에서 올바른 단어는 '낳다'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,아이를 _____기 위해 병원에 갔다.,낳다,아이를 출생시키기 위해 병원에 가는 것이므로 정답은 '낳다'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그녀는 아기를 _____ 기쁜 마음으로 맞이했다.,낳다,아기를 맞이하는 것은 '낳는 것'이므로 정답은 '낳다'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,아기는 매일 매일 더 크고 건강하게 _____.,낳다,아기의 성장과 관련된 문맥에서 적합한 단어는 '낳다'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,생명이 태어나는 과정에서 많은 사람들이 서로를 축하하며 _____ 아이를 기쁘게 맞이했다.,낳은,아이를 만드는 과정에서는 '낳다'라는 동사가 적절하므로 정답은 '낳은'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그는 어려운 상황에서도 자신의 병을 잘 _____고 있다.,낫,어려운 상황에서 병이 나아가는 것은 '낫다'에 해당하므로 정답은 '낫'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그는 매일 아침 운동을 해서 건강을 _____.,낫다,건강이 좋아지는 것은 '낫다'의 의미이므로 정답은 '낫다'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그 여자는 아기를 _____ 기뻐하며 웃었다.,낳다,아기를 주체적으로 만드는 행위는 '낳다'이므로 정답은 '낳다'입니다.,QT02,PL02,PT01,PT0121,{'options': '낳다 vs 낫다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,문이 갑자기 _____ 나서 우리는 놀랐다.,닫히다,문이 갑자기 닫히는 상황을 나타내므로 정답은 '닫히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,창문이 갑자기 강한 바람에 _____ 소리가 났다.,닫히다,창문이 바람에 의해 움직여 발생한 소리는 '닫히다'와 관련이 있으므로 정답은 '닫히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,바람이 세차게 불어 창문이 _____였다.,닫히다,창문이 바람에 세게 영향을 받아서 닫히는 상황을 설명하므로 정답은 '닫히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.099578,2024-09-24T17:46:14.099578
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,갑자기 문이 _____ 소리가 나서 모두 놀랐다.,닫히다,문이 닫히는 소리이므로 정답은 '닫히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,바람이 세게 불어 창문이 _____.,닫혔다,창문이 바람에 의해 움직이는 상황을 나타내므로 적절한 단어는 '닫혔다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,문이 제대로 ____워서 안으로 들어갈 수 없었다.,닫히다,문이 제대로 '닫히다'는 의미이므로 정답은 '닫히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,문이 세게 닫히자 아이가 _____가 심해졌다.,다쳤다,문이 세게 닫히면 아이가 '다치는' 상황이 발생하므로 정답은 '다쳤다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 중 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,문이 갑자기 _____.,닫혔다,문이 갑자기 닫힌 상황을 나타내므로 정답은 '닫혔다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,문이 바람에 _____ 소리가 났다.,닫히다,문이 바람에 소리가 나는 것은 문이 '닫히다'는 뜻이므로 정답은 '닫히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,문이 세게 _____ 후 안에서 들리는 소리에 놀랐다.,닫히다,문이 세게 닫히는 상황이므로 정답은 '닫히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '닫히다 vs 다치다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,주말에 친구 집에 _____ 다녀왔다.,들르다,'들르다'는 잠시 들리는 것을 의미하므로 문맥상 정답은 '들르다'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,친구가 나에게 소식을 _____ 전화를 했다.,들리다,'들리다'는 소식이나 정보가 나에게 전해지는 것을 의미하므로 정답은 '들리다'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,친구에게 소식이 _____ 들려왔다.,들리다,'소식이 들려왔다'는 소식이 귀에 들어오는 의미이므로 정답은 '들리다'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,친구가 집에 오는 길에 잠깐 나를 _____고 갔다.,들르다,친구가 나를 잠깐 방문하는 의미에서는 '들르다'가 적절하므로 정답은 '들르다'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그의 목소리가 멀리서 _____ 수 있었다.,들리다,목소리가 멀리서 들리는 것은 '들리다'의 의미에 맞으므로 정답은 '들리다'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,나는 친구 집에 가기 전에 잠깐 가게에 _____ 어갔다.,들르,'들르다'는 어떤 곳에 잠깐 가다라는 의미로 사용되므로 정답은 '들르'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,나는 친구 집에 가기 전에 잠시 _____.,들렀다,여기서 '들렀다'는 '잠깐 방문했다'는 의미로 사용되므로 정답은 '들렀다'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,친구의 집에 가기 위해 _____ 잠깐 들러야 해.,들르다,어디에 잠깐 가거나 중간에 방문하는 행위를 표현하기 위해 '들르다'가 필요하므로 정답은 '들르다'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,친구의 집에 가기 전에 우유를 _____고 갔다.,들르,친구의 집에 가기 전에 잠깐 다른 곳에 가는 것은 '들르다'의 의미이므로 정답은 '들르'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,나는 친구 집에 가기 전에 잠깐 시장에 _____.,들렀다,문장에서 일어나는 동작은 '잠깐 시장에 들렀다'가 적절하므로 정답은 '들렀다'입니다.,QT02,PL03,PT01,PT0121,{'options': '들리다 vs 들르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,어렸을 적의 행복한 기억이 문득 _____다.,떠오르다,행복한 기억이 문득 생각나는 것은 '떠오르다'이므로 정답은 '떠오르다'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,갑자기 좋은 아이디어가 _____ 다.,떠올랐다,좋은 아이디어가 발생하는 상황에서는 '떠올리다'가 아닌 '떠오르다'를 사용해야 하므로 정답은 '떠올랐다'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그의 얼굴에서 기분이 _____ 미소가 떠올랐다.,좋은,기분이 '좋은' 미소가 떠오르는 것이므로 정답은 '좋은'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그녀는 좋은 아이디어를 _____ 기억해 내었다.,떠올리다,어떤 생각이나 기억을 새롭게 생각해내는 것은 '떠올리다'이므로 정답은 '떠올리다'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그 소식을 듣고 여러 가지 생각이 _____ 않았다.,떠올리다,여러 가지 생각이 떠나는 것이므로 정답은 '떠올리다'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,갑자기 좋은 아이디어가 _____ 오는 느낌이 들었다.,떠오르다,'아이디어가 불현듯 생각나는 경우'에는 '떠오르다'가 적절하므로 정답은 '떠오르다'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.100576,2024-09-24T17:46:14.100576
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,아이의 마음속에 좋은 기억이 _____ 만듭니다.,떠오르다,'떠오르다'는 자연스럽게 어떤 것이 생각나거나 나타나는 것을 의미하므로 정답은 '떠오르다'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,갑자기 좋은 아이디어가 _____ 내 머릿속에 떠올랐다.,떠오르다,'머릿속에 아이디어가 떠오르다'라는 표현이 적절하므로 정답은 '떠오르다'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,추억이 _____ 나에게 행복한 순간들을 떠올리게 했다.,떠오르자,추억이 마음속에 불쑥 나타나는 것은 '떠오르다'의 의미이므로 정답은 '떠오르자'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,어릴 적 친구의 얼굴이 _____ 나의 머릿속에 떠올랐다.,떠올랐다,친구의 얼굴이 머릿속에 생각나게 되는 상황에서는 '떠올리다'가 아닌 '떠오르다'가 적절하므로 정답은 '떠올랐다'입니다.,QT02,PL05,PT01,PT0121,{'options': '떠올리다 vs 떠오르다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,나는 문제의 정답을 _____ 시험에서 맞췄다.,맞히다,문제의 정답을 알아맞추는 것은 '맞히다'이므로 정답은 '맞히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '맞히다 vs 맞추다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그는 정답을 _____고 시험에 통과했다.,맞혔다,정답을 맞히는 행위는 '맞히다'이므로 정답은 '맞혔다'입니다.,QT02,PL04,PT01,PT0121,{'options': '맞히다 vs 맞추다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,주어진 문제를 푸는 데에 가장 적절한 답을 _____ 보았다.,맞히다,문맥상 문제를 평가하고 정답을 찾는 행위는 '맞히다'로 표현되므로 정답은 '맞히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '맞히다 vs 맞추다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,아이가 문제를 풀어서 정답을 _____.,맞히다,'정답을'과 함께 쓰일 때는 '맞히다'가 적절하므로 정답은 '맞히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '맞히다 vs 맞추다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,수학 문제를 풀기 위해 정답을 _____ 기로 했다.,맞히다,정답을 '맞히다'는 문제를 해결하기 위해 필요하므로 정답은 '맞히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '맞히다 vs 맞추다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그 문제의 정답을 _____ 보고 맞았다.,맞히다,'정답을 맞힐 때' 사용하는 표현이므로 정답은 '맞히다'입니다.,QT02,PL04,PT01,PT0121,{'options': '맞히다 vs 맞추다'},2024-09-24T17:46:14.101571,2024-09-24T17:46:14.101571
